"    73 ""Outagamie County""                       0.7883    0.3492    0.5000"
"    74 ""Roberts Field""                          0.6221    0.3492    0.5000"
"    75 ""Mahlon Sweet Field""                     0.6116    0.3505    0.5000"
"    76 ""Rapid City Regional""                    0.7142    0.3512    0.5000"
"    77 ""Wittman Regional""                       0.7881    0.3518    0.5000"
"    78 ""Rochester Intll""                        0.7680    0.3525    0.5000"
"    79 ""La Crosse Muni""                         0.7743    0.3528    0.5000"
"    80 ""Portland Intl Jetport""                  0.8810    0.3550    0.5000"
"    81 ""Jackson Hole""                           0.6751    0.3554    0.5000"
"    82 ""Joe Foss Field""                         0.7464    0.3557    0.5000"
"    83 ""Boise Air Terminal /Gowen Fld/""         0.6472    0.3558    0.5000"
"    84 ""Mbs Intll""                              0.8109    0.3561    0.5000"
"    85 ""Fanning Field""                          0.6683    0.3563    0.5000"
"    86 ""Friedman Memorial""                      0.6570    0.3564    0.5000"
"    87 ""North Bend Muni""                        0.6063    0.3572    0.5000"
"    88 ""Muskegon County""                        0.7999    0.3596    0.5000"
"    89 ""Oneida County""                          0.8552    0.3598    0.5000"
"    90 ""Dane County Regional-Truax Fie""         0.7841    0.3599    0.5000"
"    91 ""Greater Rochester Intl""                 0.8435    0.3601    0.5000"
"    92 ""Syracuse Hancock Intl""                  0.8515    0.3602    0.5000"
"    93 ""Bishop Intll""                           0.8126    0.3615    0.5000"
"    94 ""General Mitchell Intll""                 0.7914    0.3617    0.5000"
"    95 ""Greater Buffalo Intl""                   0.8381    0.3618    0.5000"
"    96 ""Manchester""                             0.8753    0.3619    0.5000"
"    97 ""Pocatello Regional""                     0.6657    0.3621    0.5000"
"    98 ""Natrona County Intl""                    0.6969    0.3621    0.5000"
"    99 ""Kent County Intl""                       0.8035    0.3623    0.5000"
"   100 ""Capital City""                           0.8083    0.3633    0.5000"
"   101 ""Albany County""                          0.8632    0.3636    0.5000"
"   102 ""Waterloo Muni""                          0.7685    0.3655    0.5000"
"   103 ""Tompkins County""                        0.8497    0.3661    0.5000"
"   104 ""Twin Falls-Sun Valley Regional""         0.6560    0.3662    0.5000"
"   105 ""Detroit City""                           0.8163    0.3669    0.5000"
"   106 ""Sioux Gateway""                          0.7482    0.3669    0.5000"
"   107 ""Dubuque Regional""                       0.7771    0.3669    0.5000"
"   108 ""Rogue Valley Intl- M""                   0.6133    0.3672    0.5000"
"   109 ""General Edward Lawrence Logan""          0.8775    0.3673    0.5000"
"   110 ""Worcester Muni""                         0.8730    0.3682    0.5000"
"   111 ""Kalamazoo/Battle Creek Interna""         0.8034    0.3685    0.5000"
"   112 ""Detroit Metropolitan Wayne Cou""         0.8146    0.3687    0.5000"
"   113 ""Binghamton Regional/Edwin A Li""         0.8521    0.3688    0.5000"
"   114 ""Greater Rockford""                       0.7853    0.3689    0.5000"
"   115 ""Elmira/Corning Regional""                0.8475    0.3692    0.5000"
"   116 ""Klamath Falls Intll""                    0.6191    0.3693    0.5000"
"   117 ""Erie Intl""                              0.8308    0.3700    0.5000"
"   118 ""Chicago O'hare Intl""                    0.7914    0.3710    0.5000"
"   119 ""Bradley Intl""                           0.8689    0.3714    0.5000"
"   120 ""Cedar Rapids Muni""                      0.7720    0.3719    0.5000"
"   121 ""William B. Heilig Field""                0.7115    0.3720    0.5000"
"   122 ""Merrill C Meigs""                        0.7929    0.3721    0.5000"
"   123 ""Chicago Midway""                         0.7922    0.3728    0.5000"
"   124 ""Jack Mc Namara Field""                   0.6064    0.3729    0.5000"
"   125 ""Theodore Francis Green State""           0.8753    0.3734    0.5000"
"   126 ""Michiana Rgnl Transportation C""         0.7995    0.3736    0.5000"
"   127 ""Toledo Express""                         0.8123    0.3747    0.5000"
"   128 ""Des Moines Intl""                        0.7621    0.3752    0.5000"
"   129 ""Stewart Int'l""                          0.8617    0.3755    0.5000"
"   130 ""Quad-City""                              0.7781    0.3760    0.5000"
"   131 ""Cleveland-Hopkins Intl""                 0.8222    0.3764    0.5000"
"   132 ""Wilkes-Barre/Scranton Intl""             0.8534    0.3771    0.5000"
"   133 ""Eppley Airfield""                        0.7507    0.3774    0.5000"
"   134 ""Tweed-New Haven""                        0.8679    0.3778    0.5000"
"   135 ""Youngstown-Warren Regional""             0.8282    0.3779    0.5000"
"   136 ""Westchester County""                     0.8637    0.3797    0.5000"
"   137 ""Fort Wayne Intll""                       0.8052    0.3805    0.5000"
"   138 ""Arcata""                                 0.6070    0.3805    0.5000"
"   139 ""Akron-Canton Regional""                  0.8243    0.3811    0.5000"
"   140 ""Lincoln Muni""                           0.7463    0.3818    0.5000"
"   141 ""University Park""                        0.8426    0.3818    0.5000"
"   142 ""Elko Muni-J.C. Harris Field""            0.6494    0.3820    0.5000"
"   143 ""Long Island Mac Arthur""                 0.8668    0.3823    0.5000"
"   144 ""Salt Lake City Intl""                    0.6688    0.3824    0.5000"
"   145 ""Burlington Regional""                    0.7750    0.3824    0.5000"
"   146 ""La Guardia""                             0.8629    0.3825    0.5000"
"   147 ""Newark Intl""                            0.8614    0.3833    0.5000"
"   148 ""Greater Peoria Regional""                0.7823    0.3835    0.5000"
"   149 ""Lehigh Valley Intll""                    0.8549    0.3837    0.5000"
"   150 ""John F Kennedy Intl""                    0.8633    0.3838    0.5000"
"   151 ""Redding Muni""                           0.6163    0.3850    0.5000"
"   152 ""Pittsburgh Intll""                       0.8305    0.3852    0.5000"
"   153 ""Yampa Valley""                           0.6930    0.3853    0.5000"
"   154 ""Bloomington/Normal""                     0.7862    0.3853    0.5000"
"   155 ""Purdue University""                      0.7963    0.3859    0.5000"
"   156 ""Mercer County""                          0.8581    0.3872    0.5000"
"   157 ""Harrisburg Intll""                       0.8481    0.3880    0.5000"
"   158 ""University Of Illinois-Willard""         0.7895    0.3895    0.5000"
"   159 ""Port Columbus Intl""                     0.8169    0.3899    0.5000"
"   160 ""Quincy Muni Baldwin Field""              0.7746    0.3904    0.5000"
"   161 ""James M Cox Dayton Intl""                0.8102    0.3908    0.5000"
"   162 ""Philadelphia Intl""                      0.8559    0.3911    0.5000"
"   163 ""Capital""                                0.7824    0.3914    0.5000"
"   164 ""Decatur""                                0.7865    0.3915    0.5000"
"   165 ""Chico Muni""                             0.6185    0.3918    0.5000"
"   166 ""Stapleton Intl""                         0.7049    0.3920    0.5000"
"   167 ""Indianapolis Intl""                      0.7996    0.3926    0.5000"
"   168 ""Eagle County Regional""                  0.6946    0.3933    0.5000"
"   169 ""Reno/Tahoe Intll""                       0.6291    0.3947    0.5000"
"   170 ""Atlantic City Intll""                    0.8593    0.3951    0.5000"
"   171 ""Hulman Regional""                        0.7944    0.3951    0.5000"
"   172 ""Kansas City Intl""                       0.7567    0.3966    0.5000"
"   173 ""Aspen-Pitkin Co/Sardy Field""            0.6948    0.3973    0.5000"
"   174 ""Baltimore-Washington Intl""              0.8486    0.3978    0.5000"
"   175 ""Walker Field""                           0.6864    0.3983    0.5000"
"   176 ""Cincinnati/Northern Kentucky I""         0.8079    0.3990    0.5000"
"   177 ""Washington Dulles Intl""                 0.8446    0.4000    0.5000"
"   178 ""Lake Tahoe""                             0.6280    0.4005    0.5000"
"   179 ""Washington National""                    0.8467    0.4008    0.5000"
"   180 ""Columbia Regional""                      0.7694    0.4012    0.5000"
"   181 ""City Of Colorado Springs Muni""          0.7059    0.4013    0.5000"
"   182 ""Lambert-St Louis Intl""                  0.7789    0.4018    0.5000"
"   183 ""Sacramento Metropolitan""                0.6198    0.4023    0.5000"
"   184 ""Gunnison County""                        0.6945    0.4039    0.5000"
"   185 ""Sonoma County""                          0.6136    0.4041    0.5000"
"   186 ""Yeager""                                 0.8235    0.4054    0.5000"
"   187 ""Tri-State/Milton J.Ferguson Fi""         0.8186    0.4055    0.5000"
"   188 ""Pueblo Memorial""                        0.7069    0.4062    0.5000"
"   189 ""Louisville Intl""                        0.8024    0.4073    0.5000"
"   190 ""Charlottesville-Albemarle""              0.8395    0.4077    0.5000"
"   191 ""Evansville Regional""                    0.7933    0.4086    0.5000"
"   192 ""Blue Grass""                             0.8082    0.4086    0.5000"
"   193 ""Stockton Metropolitan""                  0.6216    0.4100    0.5000"
"   194 ""Greenbrier Valley""                      0.8296    0.4103    0.5000"
"   195 ""Williamson County Regional""             0.7858    0.4114    0.5000"
"   196 ""Forney Aaf""                             0.7698    0.4115    0.5000"
"   197 ""Metropolitan Oakland Intl""              0.6166    0.4117    0.5000"
"   198 ""Wichita Mid-Continent""                  0.7429    0.4123    0.5000"
"   199 ""Modesto City-County--Harry Sha""         0.6231    0.4126    0.5000"
"   200 ""Mammoth Lakes""                          0.6339    0.4126    0.5000"
"   201 ""San Francisco Intl""                     0.6159    0.4126    0.5000"
"   202 ""Richmond Intll""                         0.8453    0.4137    0.5000"
"   203 ""San Jose Intll""                         0.6181    0.4151    0.5000"
"   204 ""Roanoke Regional/Woodrum Field""         0.8318    0.4154    0.5000"
"   205 ""Merced Municipal/Macready Fiel""         0.6253    0.4158    0.5000"
"   206 ""Springfield Regional""                   0.7635    0.4162    0.5000"
"   207 ""Cape Girardeau Regional""                0.7829    0.4164    0.5000"
"   208 ""Durango-La Plata County""                0.6903    0.4171    0.5000"
"   209 ""Joplin Regional""                        0.7578    0.4171    0.5000"
"   210 ""Newport News/Williamsburg Inte""         0.8495    0.4173    0.5000"
"   211 ""Barkley Regional""                       0.7870    0.4180    0.5000"
"   212 ""Norfolk Intl""                           0.8510    0.4196    0.5000"
"   213 ""Fresno Air Terminal""                    0.6294    0.4207    0.5000"
"   214 ""Monterey Peninsula""                     0.6186    0.4225    0.5000"
"   215 ""Tri-Cities Regional Tn/Va""              0.8194    0.4236    0.5000"
"   216 ""Tulsa Intl""                             0.7507    0.4262    0.5000"
"   217 ""Nashville Intll""                        0.7976    0.4269    0.5000"
"   218 ""Piedmont Triad Intll""                   0.8320    0.4272    0.5000"
"   219 ""Mc Carran Intl""                         0.6526    0.4273    0.5000"
"   220 ""Drake Field""                            0.7595    0.4281    0.5000"
"   221 ""Raleigh-Durham Intll""                   0.8378    0.4293    0.5000"
"   222 ""Mc Ghee Tyson""                          0.8113    0.4299    0.5000"
"   223 ""Asheville Regional""                     0.8187    0.4335    0.5000"
"   224 ""Meadows Field""                          0.6327    0.4335    0.5000"
"   225 ""Will Rogers World""                      0.7420    0.4339    0.5000"
"   226 ""Fort Smith Regional""                    0.7585    0.4344    0.5000"
"   227 ""Kinston Regional Jetport At St""         0.8438    0.4345    0.5000"
"   228 ""San Luis Obispo County-Mc Ches""         0.6247    0.4354    0.5000"
"   229 ""Amarillo Intl""                          0.7211    0.4356    0.5000"
"   230 ""Charlotte/Douglas Intl""                 0.8268    0.4356    0.5000"
"   231 ""Flagstaff Pulliam""                      0.6704    0.4363    0.5000"
"   232 ""Memphis Intl""                           0.7808    0.4372    0.5000"
"   233 ""Albuquerque Intl""                       0.6961    0.4373    0.5000"
"   234 ""Lovell Field""                           0.8052    0.4373    0.5000"
"   235 ""Fayetteville Regional/Grannis""          0.8374    0.4377    0.5000"
"   236 ""Santa Maria Pub/Capt G Allan H""         0.6256    0.4386    0.5000"
"   237 ""Greenville-Spartanburg""                 0.8204    0.4386    0.5000"
"   238 ""Albert J Ellis""                         0.8438    0.4393    0.5000"
"   239 ""Adams Field""                            0.7694    0.4402    0.5000"
"   240 ""Huntsville Intl-Carl T Jones F""         0.7972    0.4411    0.5000"
"   241 ""Lawton Muni""                            0.7379    0.4418    0.5000"
"   242 ""Santa Barbara Muni""                     0.6288    0.4431    0.5000"
"   243 ""New Hanover Intll""                      0.8423    0.4446    0.5000"
"   244 ""Oxnard""                                 0.6320    0.4453    0.5000"
"   245 ""Burbank-Glendale-Pasadena""              0.6363    0.4453    0.5000"
"   246 ""Ontario Intl""                           0.6402    0.4467    0.5000"
"   247 ""Sheppard Afb/Wichita Falls Mun""         0.7375    0.4474    0.5000"
"   248 ""Los Angeles Intl""                       0.6361    0.4478    0.5000"
"   249 ""Columbia Metropolitan""                  0.8260    0.4478    0.5000"
"   250 ""Palm Springs Regional""                  0.6457    0.4489    0.5000"
"   251 ""Long Beach /Daugherty Field/""           0.6374    0.4490    0.5000"
"   252 ""Myrtle Beach Intl""                      0.8371    0.4503    0.5000"
"   253 ""John Wayne Airport-Orange Coun""         0.6388    0.4503    0.5000"
"   254 ""Lubbock Intl""                           0.7205    0.4504    0.5000"
"   255 ""The William B Hartsfield Atlan""         0.8091    0.4506    0.5000"
"   256 ""Birmingham Intl""                        0.7973    0.4514    0.5000"
"   257 ""Texarkana Regional-Webb Field""          0.7604    0.4524    0.5000"
"   258 ""Phoenix Sky Harbor Intl""                0.6686    0.4526    0.5000"
"   259 ""Bush Field""                             0.8216    0.4532    0.5000"
"   260 ""Charleston Afb/Intl""                    0.8314    0.4577    0.5000"
"   261 ""Dallas/Fort Worth Intl""                 0.7449    0.4578    0.5000"
"   262 ""Dallas Love Field""                      0.7458    0.4582    0.5000"
"   263 ""San Diego Intl-Lindbergh Fld""           0.6423    0.4593    0.5000"
"   264 ""Yuma Mcas/Yuma Intl""                    0.6554    0.4600    0.5000"
"   265 ""Columbus Metropolitan""                  0.8065    0.4614    0.5000"
"   266 ""Monroe Regional""                        0.7703    0.4614    0.5000"
"   267 ""Shreveport Regional""                    0.7612    0.4621    0.5000"
"   268 ""Abilene Regional""                       0.7314    0.4624    0.5000"
"   269 ""Gregg County""                           0.7567    0.4626    0.5000"
"   270 ""Tyler Pounds Field""                     0.7532    0.4629    0.5000"
"   271 ""Jackson Intll""                          0.7803    0.4634    0.5000"
"   272 ""Dannelly Field""                         0.7991    0.4635    0.5000"
"   273 ""Savannah Intll""                         0.8255    0.4651    0.5000"
"   274 ""Tucson Intl""                            0.6741    0.4652    0.5000"
"   275 ""Midland Intll""                          0.7186    0.4669    0.5000"
"   276 ""El Paso Intl""                           0.6973    0.4682    0.5000"
"   277 ""Waco Regional""                          0.7439    0.4700    0.5000"
"   278 ""Alexandria Esler Regional""              0.7690    0.4721    0.5000"
"   279 ""Mathis Field""                           0.7273    0.4725    0.5000"
"   280 ""Killeen Muni""                           0.7416    0.4751    0.5000"
"   281 ""Mobile Regional""                        0.7897    0.4788    0.5000"
"   282 ""Easterwood Field""                       0.7483    0.4798    0.5000"
"   283 ""Baton Rouge Metropolitan, Ryan""         0.7749    0.4803    0.5000"
"   284 ""Jacksonville Intl""                      0.8231    0.4807    0.5000"
"   285 ""Eglin Afb""                              0.7984    0.4808    0.5000"
"   286 ""Pensacola Regional""                     0.7951    0.4809    0.5000"
"   287 ""Tallahassee Regional""                   0.8095    0.4816    0.5000"
"   288 ""Robert Mueller Muni""                    0.7415    0.4826    0.5000"
"   289 ""Panama City-Bay Co Intl""                0.8027    0.4834    0.5000"
"   290 ""Lafayette Regional""                     0.7706    0.4835    0.5000"
"   291 ""Lake Charles Regional""                  0.7643    0.4842    0.5000"
"   292 ""New Orleans Intl/Moisant Fld/""          0.7794    0.4855    0.5000"
"   293 ""Houston Intercontinental""               0.7535    0.4856    0.5000"
"   294 ""Jefferson County""                       0.7602    0.4859    0.5000"
"   295 ""Gainesville Regional""                   0.8201    0.4884    0.5000"
"   296 ""William P Hobby""                        0.7538    0.4888    0.5000"
"   297 ""San Antonio Intl""                       0.7376    0.4899    0.5000"
"   298 ""Daytona Beach Intl""                     0.8263    0.4933    0.5000"
"   299 ""Orlando Intl""                           0.8250    0.5004    0.5000"
"   300 ""Melbourne Intll""                        0.8284    0.5036    0.5000"
"   301 ""Tampa Intl""                             0.8188    0.5048    0.5000"
"   302 ""St Petersburg/Clearwater Intl""          0.8180    0.5054    0.5000"
"   303 ""Corpus Christi Intl""                    0.7425    0.5067    0.5000"
"   304 ""Laredo Intl""                            0.7325    0.5089    0.5000"
"   305 ""Sarasota/Bradenton Intl""                0.8186    0.5103    0.5000"
"   306 ""Palm Beach Intl""                        0.8312    0.5171    0.5000"
"   307 ""Southwest Florida Intl""                 0.8227    0.5185    0.5000"
"   308 ""Rio Grande Valley Intl""                 0.7417    0.5215    0.5000"
"   309 ""Mc Allen Miller Intl""                   0.7388    0.5220    0.5000"
"   310 ""Fort Lauderdale/Hollywood Intl""         0.8309    0.5230    0.5000"
"   311 ""Miami Intl""                             0.8302    0.5256    0.5000"
"   312 ""Lihue""                                  0.4276    0.5621    0.5000"
"   313 ""Honolulu Intl""                          0.4348    0.5684    0.5000"
"   314 ""Molokai""                                0.4390    0.5700    0.5000"
"   315 ""Kapalua""                                0.4412    0.5718    0.5000"
"   316 ""Kahului""                                0.4424    0.5724    0.5000"
"   317 ""Lanai""                                  0.4398    0.5735    0.5000"
"   318 ""Keahole-Kona Intll""                     0.4444    0.5835    0.5000"
"   319 ""Hilo Intll""                             0.4495    0.5837    0.5000"
"   320 ""Rafael Hernandez""                       0.8972    0.5954    0.5000"
"   321 ""Luis Munoz Marin Intl""                  0.9029    0.5959    0.5000"
"   322 ""Cyril E King""                           0.9082    0.5969    0.5000"
"   323 ""Eugenio Maria De Hostos""                0.8971    0.5977    0.5000"
"   324 ""Mercedita""                              0.9001    0.6000    0.5000"
"   325 ""Alexander Hamilton""                     0.9091    0.6029    0.5000"
"   326 ""Johnston Atoll""                         0.3757    0.6122    0.5000"
"   327 ""Saipan Intl""                            0.1479    0.6276    0.5000"
"   328 ""Rota Intl""                              0.1454    0.6366    0.5000"
"   329 ""Guam Intll""                             0.1431    0.6432    0.5000"
"   330 ""Babelthuap/Koror""                       0.0909    0.7017    0.5000"
"   331 ""Pago Pago Intl""                         0.3697    0.9090    0.5000"
"   332 ""West Tinian""                            0.1473    0.6288    0.5000"
